id,nombre,fuentes,genero,fecha,municipio,departamento,tipo_de_lider,cargo,fuentes_prensa,año,dia
hector-ramiro-garcia,Héctor Ramiro García,"Prensa,Pacifista",Masculino,2018-12-02,Ricaurte,Nariño,Líder indígena,Líder fundador de la organización CAMAWAR,https://radiojgm.uchile.cl/colombia-20-lideres-sociales-asesinados-en-noviembre/,2018,12
arturo-garcia,Arturo García,"Prensa,Pacifista",Masculino,2018-12-02,Ricaurte,Nariño,Líder indígena,Gobernador de la organización CAMAWAR,https://radiojgm.uchile.cl/colombia-20-lideres-sociales-asesinados-en-noviembre/,2018,12
luis-neider-prado,Luis Neider Prado Medina,"Prensa,Pacifista",Masculino,2018-12-07,Caloto,Cauca,Líder indígena,Representante de colectivos comuneros del norte del Cauca,https://www.elpais.com.co/judicial/asesinan-a-otro-lider-social-e-integrante-de-la-marcha-patriotica-en-corinto-cauca.html,2018,12
edwin-dagua-ipia,Edwin Dagua Ipia,"Prensa,Pacifista",Masculino,2018-12-07,Caloto,Cauca,Líder indígena,Gobernador del resguardo indígena Huellas Caloto,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2018,12
gilberto-antonio-zuluaga,Gilberto Antonio Zuluaga Ramírez,"Prensa,Pacifista",Masculino,2018-12-09,Corinto,Cauca,Líder campesino o agrario,Líder campesino e integrante de Marcha Patriótica,https://www.elpais.com.co/judicial/asesinan-a-otro-lider-social-e-integrante-de-la-marcha-patriotica-en-corinto-cauca.html,2018,12
jesus-ignacio-gomez-avila,Jesús Ignacio Gómez Ávila,Prensa,Masculino,2018-12-20,San Vicente del Caguán,Caquetá,Líder comunitario,Líder cívico,https://www.elespectador.com/noticias/politica/el-duro-relato-del-esposo-de-la-psicologa-asesinada-en-caqueta-articulo-830258,2018,12
gilberto-valencia,Gilberto Valencia,"Prensa,Pacifista",Masculino,2019-01-01,Suárez,Cauca,Líder comunitario,"Líder del grupo ""Los Herederos"", y con su iniciativa ""Diálogos itinerantes para la paz"" ",https://www.publimetro.co/co/noticias/2019/01/02/asesinan-lider-social-gilberto-valencia.html,2019,01
jesus-adier-perafan,Jesús Adier Perafán Correa,"Prensa,Pacifista",Masculino,2019-01-02,Caicedonia,Valle del Cauca,Líder comunal - JAC,Presidente de la Junta de Acción Comunal en el municipio de Caicedonia,https://www.bluradio.com/cali/asesinan-lider-comunal-en-caicedonia-valle-del-cauca-201399-ie4370686,2019,01
jose-rafael-solano,José Rafael Solano,"Prensa,Pacifista",Masculino,2019-01-04,Zaragoza,Antioquia,Líder comunal - JAC,Presidente de la Junta de Acción Comunal en el municipio de Zaragoza y Caucacia,https://www.telesurtv.net/news/colombia-suman-cuatro-asesinatos-lideres-sociales-20190106-0005.html,2019,01
wilson-perez-ascanio,Wilson Pérez Ascanio,"Prensa,Pacifista",Masculino,2019-01-04,Hacarí,Norte de Santander,Líder comunitario,"Miembro del movimiento Popular por la Constituyente, MPC ",http://caracol.com.co/emisora/2019/01/06/cucuta/1546813843_726849.html,2019,01
wilmer-antonio-miranda,Wilmer Antonio Miranda,"Prensa,Pacifista",Masculino,2019-01-04,Cajibio,Cauca,Líder campesino o agrario,Miembro de la de la Asociación de Trabajadores Campesinos de Cajibio,https://www.elespectador.com/noticias/nacional/wilmer-antonio-miranda-tercer-lider-social-asesinado-en-lo-que-va-de-2019-articulo-832494,2019,01
maritza-quiroz,Maritza Isabel Quiroz Leiva,"Prensa,Pacifista",Femenino,2019-01-06,Santa Marta,Magdalena,"Líder comunitario,Líder afrodescendiente",Líder delegada de su comunidad en el Plan de Acción para la Transformación Regional (PATR). Miembro de ASAFRONELMAN (Asociación Afrodescendiente Nelson Mandela). Suplente de Mesa de Víctimas de Distrito Santa Marta,https://www.publimetro.co/co/noticias/2019/01/06/asesinan-a-una-lider-de-victimas-de-conflicto-en-el-departamento-de-magdalena.html,2019,01
miguel-antonio-gutierrez,Miguel Antonio Gutiérrez,"Prensa,Pacifista",Masculino,2019-01-07,Chairá,Caquetá,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal (JAC) del barrio de La Victoria, Chairá",http://contagioradio.decemedialab.com/asesinan-al-lider-social-miguel-antonio-gutierrez-caqueta/,2019,01
faiber-manquillo-gomez,Faiber Manquillo Gómez,Prensa,Masculino,2019-01-11,El Rosario,Nariño,Líder campesino o agrario,Líder campesino de Mercaderes (Cauca),https://www.eltiempo.com/colombia/otras-ciudades/hallan-a-dirigente-campesino-del-cauca-asesinado-en-narino-313336,2019,01
leonardo-nastacuas-rodriguez,Leonardo Nastacuás Rodríguez ,"Prensa,Pacifista",Masculino,2019-01-14,Ricaurte,Nariño,Líder indígena,Líder awá del resguardo de Cuascuabi,https://www.telesurtv.net/news/asesinan-lider-social-narino-colombia-leonardo-nastacuas-rodriguez-20190114-0006.html,2019,01
victor-trujillo,Víctor ManuelTrujillo,"Prensa,Pacifista",Masculino,2019-01-15,Montecristo,Bolívar,Líder comunitario,Miembro de la junta directiva de Aheramigua y dirigente de jóvenes,https://www.rcnradio.com/colombia/caribe/denuncian-asesinato-de-lider-social-en-bolivar,2019,01
luis-alfredo-contreras,Luis Alfredo Contreras Ortega,"Prensa,Pacifista",Masculino,2019-01-17,Sardinata,Norte de Santander,Líder comunitario,Lideraba proyectos de erradicación y sustitución de cultivos de coca por cacao,https://www.laopinion.com.co/judicial/era-un-lider-comunal-hombre-asesinado-brutalmente-en-el-catatumbo-169756,2019,01
maritza-ramirez-chaverra,Maritza Ramírez Chaverra,"Prensa,Pacifista",Femenino,2019-01-25,Tumaco,Nariño,Líder comunal - JAC,Presidenta de la junta de acción comunal de Agua Clara,https://programaacua.org/2019/01/25/ya-estamos-cansados-dice-lider-social-en-tumaco-tras-asesinato-de-maritza-ramirez-chaverra/,2019,01
samuel-gallo,Samuel Andrés Gallo,"Prensa,Pacifista",Masculino,2019-01-26,El Peñol,Antioquia,Líder comunitario,Veterinario y líder juvenil,https://www.colombian.com.co/actualidad/samuel-gallo-veterinario-y-lider-juvenil-fue-asesinado-por-2-hombres-a-cuchillo/,2019,01
lede-ortega,Lede María Ortega Ortíz,Prensa,Femenino,2019-01-26,El Tarra,Norte de Santander,Líder comunal - JAC,Secretaria de la Junta de Acción Comunal en el municipio de El Tarra,https://analisisurbano.org/a-punal-asesinaron-a-lede-maria-ortega-secretaria-de-la-jac-de-el-tarra-norte-de-santander/35871/,2019,01
jose-jair-orozco,José Jair Orozco,"Prensa,Pacifista",Masculino,2019-01-29,Cartago,Valle del Cauca,Líder comunal - JAC,Miembro de la Junta de Vivienda Comunitaria,https://noticias.canalrcn.com/nacional-regiones-pacifico/asesinan-lider-comunal-cartago-valle-del-cauca,2019,01
dilio-corpus-guetio,Dilio Corpus Guetio,"Prensa,Pacifista",Masculino,2019-01-29,Suárez,Cauca,Líder campesino o agrario,"Integrante de la Asociación Campesina Asocordillera, presidente del comité de cocaleros de la vereda la Playa e integrante de la guardia campesina.","https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,https://www.eltiempo.com/colombia/otras-ciudades/asesinato-de-dilio-corpus-guetio-lider-indigena-en-el-norte-del-cauca-320750",2019,01
jorge-castrillon,Jorge Castrillón Gutiérrez,"Prensa,Pacifista",Masculino,2019-01-31,San José de Uré,Córdoba,Líder comunitario,"Era un líder político, comunitario y activista social, se le conocía por su labor entre las comunidades y corregimiento de Córdoba.",https://www.eltiempo.com/colombia/otras-ciudades/jorge-castrillon-gutierrez-lider-social-asesinado-en-buenavista-cordoba-321690,2019,01
jose-arquimedes-moreno,José Arquímedes Moreno,Prensa,Masculino,2019-02-10,Tibú,Norte de Santander,Líder comunal - JAC,"Miembro de una Junta de Acción Comunal. ""Según la Asociación Campesina del Catatumbo (ASCAMCAT),  trabajaba como parte del Comité de integración social del sector ""Río de oro""","https://www.semana.com/nacion/articulo/jose-arquimedes-moreno-el-tercer-lider-social-asesinado-en-catatumbo/600941,http://www.contagioradio.com/lider-social-jose-arquimedes-moreno-fue-asesinajose-arquimedes-moreno-tercer-lider-social-asesinado-en-el-catatumbo-en-2019-articulo-61484/",2019,02
maria-nelly-bernal-andrade,María Nelly Bernal Andrade,"Prensa,Pacifista",Femenino,2019-02-14,Samaniego,Nariño,Líder indígena,"Miembro y guardia del cabildo indígena La Montaña de Samaniego, Nariño.",https://www.contagioradio.com/asesinan-a-maria-nelly-bernal-guardia-indigena-del-cabildo-pueblo-pastos-en-narino/,2019,02
jose-victor-ceballos-epinayu,José Víctor Ceballos Epinayu,"Prensa,Pacifista",Masculino,2019-02-19,Rioacha,La Guajira,Líder indígena,"Profesor en la Institución Etnoeducativa Murray, también era miembro activo del movimiento indígena Nación Wayuu",https://www.elheraldo.co/la-guajira/asesinan-en-riohacha-lider-y-docente-wayuu-598668,2019,02
zonia-rosero-gonzalez,Zonia Rosero Gonzalez,"Prensa,Pacifista",Femenino,2019-02-26,Puerto Asis,Putumayo,Líder comunitario,Médico,https://www.elespectador.com/noticias/nacional/fallece-la-medica-sonia-rosero-tras-ser-victima-de-atentado-en-putumayo-articulo-842185,2019,02
alexander-cunda,Alexander Cunda,Pacifista,Masculino,2019-03-08,Miranda,Cauca,Líder indígena,Comunero indígena reincorporado de las FARC-EP,"https://www.contagioradio.com/asesinan-el-lider-indigena-alexander-cunda-en-miranda-cauca/,https://www.telesurtv.net/news/asesinan-lider-social-indigena-cauca-colombia-20190310-0021.html",2019,03
alfonso-correa,Alfonso Correa,"Prensa,Pacifista",Masculino,2019-03-14,Sácama,Casanare,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda La Cabuya.,https://www.eltiempo.com/colombia/otras-ciudades/asesinan-a-presidente-de-junta-de-accion-comunal-en-tame-337984,2019,03
argemito-lopez-pertuz,Argemiro López Pertuz,"Prensa,Pacifista",Masculino,2019-03-17,Tumaco,Nariño,Líder comunal - JAC,Líder de sustitución de cultivos ilícitos,https://www.elespectador.com/noticias/nacional/asesinan-lider-de-sustitucion-de-cultivos-ilicitos-en-tumaco-articulo-845564,2019,03
joaquin-emilio-jaramillo-lopez,Joaquin Emilio Jaramillo López,"Prensa,Pacifista",Masculino,2019-03-18,Sonsón,Antioquia,Líder comunal - JAC,Fiscal de la Junta de Acción Comunal de Piedras Blancas,"https://caracol.com.co/emisora/2019/03/20/medellin/1553115464_797109.html,https://analisisurbano.org/lider-comunal-joaquin-emilio-jaramillo-fue-asesinado-a-bala-en-sonson-antioquia/",2019,03
ebel-yonda-ramos,Ebel Yonda Ramos,"Prensa,Pacifista",Masculino,2019-03-27,Puerto Rico,Caquetá,Líder indígena,Antiguo gobernador del Cabildo La Gaitana,https://www.contagioradio.com/el-lider-indigena-y-reclamante-de-tierras-ebel-yonda-ramos-fue-asesinado/,2019,03
lucero-jaramillo,Lucero Jaramillo álvarez,"Prensa,Pacifista",Femenino,2019-04-07,Puero Valdivia,Caquetá,Líder comunal - JAC,"Secretaria de la Junta de Acción Comunal en el municipio de Puerto Valdivia, Currillo en el Caquetá. Participaba de procesos de sustitución de cultivos ilícitos en el departamento.",https://www.eltiempo.com/colombia/otras-ciudades/lucero-jaramillo-lider-social-asesinada-en-caqueta-348074,2019,04
policarpo-guzman,Policarpo Guzmán Mage,"Prensa,Pacifista",Masculino,2019-04-10,Argelia,Cauca,Líder campesino o agrario,Campesino y fundador de la Asociación Campesina de Trabajadores de Argelia y la Red de DD.HH. Francisco Isaías Cifuentes.,https://www.contagioradio.com/quien-fue-policarpo-guzman-el-historico-lider-social-de-argelia-cauca-que-fue-asesinado/,2019,04
aquileo-mecheche,Aquileo-mecheche-baragon,"Prensa,Pacifista",Masculino,2019-04-12,Riosucio,Chocó,Líder indígena,Líder indígena del resguardo del Río Chintadó y Rector de la institución educativa indígena de Jagual.,https://www.elcolombiano.com/colombia/paz-y-derechos-humanos/asesinato-de-aquileo-mecheche-lider-social-y-profesor-en-riosucio-choco-FA10540342,2019,04
nixon-willington,Nixon Willigton Valencia,"Prensa,Pacifista",Masculino,2019-04-24,San Miguel,Putumayo,Líder campesino o agrario,"Nixon era un líder campesino que hacía parte del movimiento Marcha Patriótica en Putumayo, además era afiliado a la Asociación de Trabajadores Campesinos Amazónicos Fronterizos de San Miguel en el departamento de Putumayo.",http://www.resumenlatinoamericano.org/2019/04/24/colombia-lider-social-nixon-willington-valencia-fue-asesinado-en-el-putumayo/,2019,04
andres-mauricio-rojas,Andrés Mauricio Rojas,"Prensa,Pacifista",Masculino,2019-04-26,Ituango,Antioquia,Líder comunal - JAC,Líder de la Junta de Acción Comunal de la vereda Mandarín en Ituango.,https://www.prensarural.org/spip/spip.php?article24285,2019,04
diofanor-montoya,Diofanor Montoya Urrego,"Prensa,Pacifista",Masculino,2019-04-27,Maceo,Antioquia,Líder comunal - JAC,"Lider de la Junta de Acción Comunal de la vereda el Maceo, Antioquia.",https://www.prensarural.org/spip/spip.php?article24284,2019,04
marco-antonio-adrada,Marco Antonio Adrada Viana,"Prensa,Pacifista",Masculino,2019-04-28,El Sauce,Nariño,Líder comunal - JAC,Fiscal en la Junta de Acción Comunal de El Sauce.,https://www.elespectador.com/noticias/nacional/asesinan-lider-campesino-en-narino-articulo-852834,2019,04
miguel-angel-alpala,Miguel ángel Alpala,"Prensa,Pacifista,Defensoría",Masculino,2019-05-01,Cumbal,Nariño,Líder indígena,Líder indígena del Resguardo de Gran Cumbal del pueblo de Los Pastos.,https://www.contagioradio.com/tras-atentado-fallece-miguel-angel-alpala-lider-indigena-narinense/,2019,05
belisario-arciniegas,Belisario Arciniegas García,"Prensa,Pacifista",Masculino,2019-05-09,Morales,Bolívar,Líder campesino o agrario,Agricultor y lìder campesino del corregimiento del Micoahumado y aspirante al Consejo del municipio de Morales,https://pacifista.tv/notas/lideres-sociales-asesinados-inicio-implementacion/,2019,05
mauricio-lezama,Mauricio Lezama ,"Prensa,Pacifista",Masculino,2019-05-09,Arauquita,Arauca,Líder comunitario,"Cineasta, gestor cultural y consejero departamental de Cine de Arauca.",https://www.revistaarcadia.com/cine/articulo/la-unesco-condeno-el-asesinato-del-cineasta-mauricio-lezama/75854,2019,05
wilmer-carvajalino,Wilmer Carvajalino,"Prensa,Pacifista",Masculino,2019-05-10,Morales,Bolívar,Líder comunitario,Socio de la cooperativa de transporte Cootransmic y era reconocido en la comunidad como un destacado líder que trabajaba por la comunidad.,https://www.bluradio.com/judicial/asesinan-otro-lider-social-en-menos-de-tres-dias-en-morales-sur-de-bolivar-crbe-214101-ie4370686,2019,05
daniel-rojas,Daniel Edurdo Rojas,"Prensa,Pacifista",Masculino,2019-05-14,Caloto,Cauca,Líder indígena,"Presidente de la Juanta de Acción Comunal de la vereda López y era comunero del resguardo indígena López Adentro, en Caloto.",https://www.semana.com/nacion/articulo/asesinan-a-daniel-rojas-lider-indigena-en-el-cauca/615303,2019,05
maria-del-carmen-florez,María del Carmen Flórez,"Prensa,Pacifista",Femenino,2019-05-16,Ocaña,Norte de Santander,Líder comunitario,Conocida en su municipio por ser líder en el barrio de Altos del Norte en Ocaña y había participado en distintas actividades políticas dentro de su comunidad.,https://www.bluradio.com/nacion/asesinan-en-ocana-lider-social-que-hizo-parte-de-las-farc-stds-214611-ie435,2019,05
benedicto-valencia,Benedicto Valencia,"Prensa,Pacifista",Masculino,2019-05-17,Puerto Rico,Caquetá,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la vereda Miraflores en el municipio de Puerto Rico, Caquetá",https://noticias.canalrcn.com/nacional-pais/asesinan-al-lider-social-y-comunitario-benedicto-valencia-caqueta,2019,05
guillermo-leon-rengifo,Guillermo León Rengifo,"Prensa,Pacifista",Masculino,2019-05-16,Balboa,Cauca,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la vereda Capitanes, a 50 minutos del casco urbano del municipio de Balboa.",https://cauca.extra.com.co/noticias/judicial/asesinan-lider-social-en-balboa-cauca-527792,2019,05
paula-rosero,Paula Andrea Rosero ,"Prensa,Pacifista",Femenino,2019-05-20,Samaniego,Nariño,Líder comunitario,"Persona del municipio de Samaniego, Nariño.",https://www.elpais.com.co/judicial/asesinan-a-paula-andrea-rosero-personera-de-samaniego-narino.html,2019,05
concepcion-corredor,Concepción Corredor,"Prensa,Pacifista",Femenino,2019-05-25,Nunchía,Casanare,Líder comunal - JAC,Presidenta de la Junta de Acción Comunal de la vereda La Pradera e integrante de la Comisión de Mujeres del partido Alianza Verde.,https://www.elespectador.com/noticias/nacional/asesinan-concepcion-corredor-lider-social-de-casanare-articulo-862911,2019,05
libardo-montenegro,Libardo Montenegro,Prensa,Masculino,2019-06-06,Coveñas,Sucre,Líder comunal - JAC,Presidente de la Junta de Acción Comunal del barrio el Guayabal Etapa I.,https://www.elespectador.com/noticias/nacional/asesinan-lider-social-en-covenas-sucre-articulo-864747,2019,06
joaquin-trujillo,Luis Joaquín Trujillo,"Prensa,Pacifista",Masculino,2019-05-30,Santa Marta,Magdalena,Líder comunal - JAC,Presidente de la Junta de Acción Comunal de la vereda Quebrada del Sol.,https://www.semana.com/nacion/articulo/asesinado-joaquin-trujillo-lider-social-en-santa-marta/617632,2019,05
dagoberto-alvarez-claro,Dagoberto Álvarez Claro,"Prensa,Pacifista",Masculino,2019-06-01,Playa de Belén,Norte de Santander,Líder comunal - JAC,Tesorero de la Junta de Acción Comunal de la vereda Miraflores.,https://noticias.canalrcn.com/nacional-pais/asesinan-dagoberto-alvarez-lider-social-norte-santander,2019,06
jader-pertuz,Jader Manuel Pertúz Polo ,"Prensa,Pacifista",Masculino,2019-05-23,San José de Uré,Córdoba,Líder comunal - JAC,Miembro del Programa Nacional de Sustitución de Cultivos Ilícitos.,https://www.lalenguacaribe.co/2019/judicial/atemorizados-viven-en-san-jose-de-ure-por-bacrim-asesinato-de-dos-hombres-habria-desencadenado-desplazamiento-masivo/,2019,05
jader-polo,Jader Leonel Polo Baltazár,"Prensa,Pacifista",Masculino,2019-05-23,San José de Uré,Córdoba,Líder comunal - JAC,Miembro del Programa Nacional de Sustitución de Cultivos Ilícitos.,https://www.lalenguacaribe.co/2019/judicial/atemorizados-viven-en-san-jose-de-ure-por-bacrim-asesinato-de-dos-hombres-habria-desencadenado-desplazamiento-masivo/,2019,05
luis-fernando-velasquez,Luis Fernando Velásquez,"Prensa,Pacifista",Masculino,2019-05-23,San José de Uré,Córdoba,Líder comunal - JAC,Miembro del Programa Nacional de Sustitución de Cultivos Ilícitos.,https://www.elheraldo.co/cordoba/otro-miembro-del-pnis-asesinado-en-el-sur-de-cordoba-635647,2019,05
julian-quiñones,Julián Quiñones Uñate,"Prensa,Pacifista",Masculino,2019-06-06,Coveñas,Sucre,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de Guayabal, en el municipio de Coveñas.",https://www.elheraldo.co/sucre/autoridades-investigan-el-asesinato-de-lider-social-en-covenas-639439,2019,06
carlos-valencia,Carlos Valencia Acosta,"Prensa,Pacifista",Masculino,2019-06-14,Restrepo,Valle del Cauca,Líder comunitario,"Líder y activista, colaborador con el Concejo Municipal.",https://www.contagioradio.com/valle-del-cauca-de-luto-por-el-asesinato-del-lider-social-luis-carlos-valencia/,2019,06
maria-del-pilar-hurtado,María del Pilar Hurtado,"Prensa,Pacifista",Femenino,2019-06-21,Tierralta,Córdoba,Líder comunitario,Miembro de la Fundación de Víctimas Adelante con Fortaleza,https://www.rcnradio.com/colombia/con-rechazo-la-violencia-contra-los-lideres-despiden-maria-del-pilar-hurtado,2019,06
carlos-biscue,Carlos Biscué,"Prensa,Pacifista",Masculino,2019-06-23,Caloto,Cauca,Líder indígena,"Comunero Nasa del Resguardo Indígena de Huellas, Caloto y miembro de la Junta de Acción Comunal de la vereda el Credo.",https://www.elespectador.com/noticias/nacional/cauca/asesinan-dos-lideres-sociales-en-el-cauca-articulo-867670,2019,06
jose-munoz,José Arled Muñóz Giraldo,"Prensa,Pacifista",Masculino,2019-06-26,Tuluá,Valle del Cauca,Líder comunitario,Miembro de la Mesa Municipal de Víctimas y trabajaba con personas en situación de discapacidad producto del conflicto armado.,https://www.rcnradio.com/colombia/pacifico/asesinan-defensor-de-derechos-humanos-en-tulua-jose-arled-munoz,2019,06
tatiana-paola-posso,Tatiana Paola Posso Espitia,"Prensa,Pacifista",Femenino,2019-07-03,El Copey,Cesar,Líder comunitario,"Era una líder social que trabajaba con la ayuda humanitaria a personas víctimas del conflicto armado, hacía pocos días atrás había obtenido el aval para la lista cerrada al concejo por el partido Colombia Justa Libres.",https://www.semana.com/nacion/articulo/asesinada-la-lideresa-social-tatiana-posso-en-el-copey/621897,2019,07
jose-ordonez,José Orlando Ordóñez Vanegas,"Prensa,Pacifista",Masculino,2019-07-11,Toro,Valle del Cauca,Líder comunal - JAC,Líder comunitario y precandidato al concejo municipal por el partido Cambio Radical,https://www.elespectador.com/noticias/nacional/valle/asesinan-un-lider-comunitario-y-aspirante-al-concejo-de-toro-valle-del-cauca-articulo-870559,2019,07
humberto-diaz,Humberto Díaz ,"Prensa,Pacifista",Masculino,2019-07-22,Gigante,Huila,Líder comunal - JAC,"Presidente de la Junta de Acción Comunal de la Vereda Guadalupe en el municipio de Gigante, Huila.",https://www.eltiempo.com/colombia/otras-ciudades/asesinan-a-lider-comunitario-en-gigante-huila-391532,2019,07
yamile-guerra,Yamile Guerra,"Prensa,Pacifista",Femenino,2019-07-20,Floridablanca,Santander,Líder ambiental,Abogada y defensora del Páramo de Santurbán.,https://sostenibilidad.semana.com/impacto/articulo/por-que-asesinaron-a-yamile-guerra/45083,2019,07
arbey-ramon,Arbey Ramón,"Prensa,Pacifista",Masculino,2019-07-20,La Montañita,Caquetá,Líder comunitario,Tesorero del Comité de Trabajo del caserío Miramar ,https://www.lanacion.com.co/2019/07/22/autoridades-investigan-asesinato-de-lider-social-en-gigante/,2019,07
emilio-vitucay,Emilio Vitucay,"Prensa,Pacifista",Masculino,2019-07-28,Bagadó,Chocó,Líder indígena,Miembro del resguardo indígena de Alto Andágueda y trabajaba en proyectos de conservación del medio ambiente ,https://www.desplazada.co/emilio-vitucay/,2019,07
gersein-yatacue,Gersain Yatacue,"Prensa,Pacifista",Masculino,2019-08-01,Caloto,Cauca,Líder indígena,Coordinador y miembro de la guardia indígena de la vereda San Julián en Toribío ,http://www.colombiainforma.info/asesinan-a-gersain-yatacue-guardia-indigena-del-norte-del-cauca/,2019,08
jose-eduardo-tumbo,José Eduardo Tumbó,"Prensa,Pacifista",Masculino,2019-08-03,Corinto,Cauca,Líder comunal - JAC,Defensor de Derechos Humanos y miembro de la JAC de la vereda El Vergel y de la Asociación Campesina de Caloto,https://www.elespectador.com/noticias/nacional/cauca/jose-eduardo-tumbo-lider-campesino-fue-asesinado-en-caloto-cauca-articulo-874351,2019,08
enrique-guejia-meza,Enrique Guejía Meza,"Prensa,Pacifista",Masculino,2019-08-04,Toribío,Cauca,Líder indígena,Médico tradicional y autoridad ancestral ,https://hrdmemorial.org/es/hrdrecord/enrique-guejia-meza/,2019,08
luis-eduardo-caldera,Luis Eduardo Cladera,"Prensa,Pacifista",Masculino,2019-08-19,San Jacinto del Cauca,Bolívar,Líder comunal - JAC,Presidente de las Juantas de Acción Comunal del municipio de San Jacinto del Cauca al sur del departamento de Bolívar,https://www.elespectador.com/noticias/politica/hallan-sin-vida-lider-social-y-aspirante-al-concejo-en-bolivar-articulo-876784,2019,08
danilo-olaya-perdomo,Danilo Olaya Perdomo,"Prensa,Pacifista",Masculino,2019-08-25,Gigante,Huila,Líder comunal - JAC,Campesino del municipio de Gigante que se desempeñaba como presidente de la Junta de Acción Comunal de la vereda Alto Cachaya de Gigante en Huila,https://www.contagioradio.com/danilo-olaya-segundo-lider-comunal-asesinado-en-gigante-huila-en-menos-de-un-mes/,2019,08
karina-garcia,Karina García,"Prensa,Pacifista",Femenino,2019-09-01,Suárez,Cauca,Líder comunitario,Contadora pública y concejal del municipio de Suárez y estaba lanzandose a la alcaldía del mismo municipio,https://www.bbc.com/mundo/noticias-america-latina-49559663,2019,09
yeison-obando,Yeison Obando,"Prensa,Pacifista",Masculino,2019-09-01,Suárez,Cauca,Líder comunitario,"Líder político y aspirante al concejo por el municipio de Suárez, perteneciente a la etnia Nasa del Cauca",https://tubarco.news/tubarco-noticias-occidente/yeison-el-otro-candidato-que-cayo-en-el-atentado-a-karina-garcia/,2019,09
aide-trochez,Aidé Trochez,"Prensa,Pacifista",Femenino,2019-09-01,Suárez,Cauca,Líder comunitario,"Coordinadora de la Mesa Municipal de Participación efectiva de las víctimas de Suárez, Cauca",https://www.bluradio.com/nacion/aide-trochez-la-destacada-coordinadora-de-victimas-que-murio-al-lado-de-karina-garcia-pcfo-225474-ie4370686,2019,09
hector-gonzalez,Héctor González,"Prensa,Pacifista",Masculino,2019-09-01,Suárez,Cauca,Líder comunal - JAC,Presidente de la Junta de Acción Comunal del barrio Las Brisas,https://www.rcnradio.com/colombia/sur/revelan-identidades-de-personas-asesinadas-junto-karina-garcia-sierra,2019,09
magdalena-cocubana,Magdalena Cocubana,"Prensa,Pacifista",Femenino,2019-09-04,Tame,Arauca,Líder indígena,Era miembro de la comunidad Macarieros del pueblo Makaguán y defensora de los derechos de su etnia,https://www.lafm.com.co/colombia/investigan-muerte-de-lideresa-indigena-magdalena-cocubana-en-tame-arauca,2019,09
fernando-jaramillo,Fernando Jaramillo,"Prensa,Pacifista",Masculino,2019-09-05,Maceo,Antioquia,Líder ambiental,Lideró las protestas en las que participó su comunidad contra un proyecto minero en el Magdalena Medio,https://caracol.com.co/emisora/2019/09/05/medellin/1567700590_714254.html,2019,09
gilberto-alcaraz,Gilberto Alcaraz,"Prensa,Pacifista",Masculino,2019-09-05,Santa Fe de Antioquia,Antioquia,Líder comunal - JAC,Expresidente de la Junta de Acción Comunal de la vereda La Milagrosa de Santa Fe de Antioquia,https://hrdmemorial.org/es/hrdrecord/wilder-elias-godoy/,2019,09
wilder-godoy,Wilder Elías Godoy,"Prensa,Pacifista",Masculino,2019-09-05,Santa Fe de Antioquia,Antioquia,Líder comunal - JAC,Exvicepresidente de la Junta de Acción Comunal de la vereda La Milagrosa de Santa Fe de Antioquia,https://hrdmemorial.org/es/hrdrecord/wilder-elias-godoy/,2019,09
jose-cortes-sevillano,José Cortés Sevillano,"Prensa,Pacifista",Masculino,2019-09-09,Tumaco,Nariño,Líder comunal - JAC,Profesor de educación física y presidente de la Junta de Acción Comunal de la vereda El Carmen.,https://boyaca.extra.com.co/noticias/judicial/lider-social-que-trabajaba-con-comunidades-de-tumaco-fue-ase-557086,2019,09
gustavo-perez,Gustavo Pérez,"Prensa,Pacifista",Masculino,2019-09-13,Santa Rosa del Sur,Bolívar,Líder comunal - JAC,"Hacía parte de la Asociación Santa Rita y la Corporación Sembrando Futuro de Paz, además fue delegado de la mesa local de víctimas de La Candelaria.",https://www.contagioradio.com/fue-asesinado-gustavo-perez-lider-social-y-defensor-de-ddhh-en-bolivar/,2019,09
jose-manuel-pana,José Manuel Pana,"Prensa,Pacifista",Masculino,2019-09-13,Maicao,La Guajira,Líder indígena,Miembro de la Junta Autónomo Mayor de Palabreros por los Derechos Humanos y era una autoridad tradicional de Karaquita resguardo étnico de la zona rural de Maicao.,https://www.contagioradio.com/asesinato-del-palabrero-jose-manuel-pana-epieyu-en-maicao-un-golpe-a-la-reconciliacion/,2019,09
victor-manuel-chani,Víctor Manuel Chanis ,"Prensa,Pacifista",Masculino,2019-09-22,Solano,Caquetá,Líder indígena,Líder y exgobernador del resguardo indígena de Aguas Negras en Caquetá,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/asesinan-a-victor-manuel-chani-lider-indigena-en-caqueta-415490,2019,09
